sha256	bytes	source_path
992a85dde49e5b7d8e00b51097ca699902460b1ed1f710fcd1ac4b97772f9de6	41872	0_Study Guides/999_Appendix.html
3dd7675aefd622c87a5b23f1203d9f09d1064f54e0748ffb628fde55f23cb84d	64895	0_Study Guides/Notes/1_Hartshorne/1_1x.html
72eb4dc7fcbbe789170f5da486a282dd7d4335b509e5a42ae23422db7773657e	53563	0_Study Guides/Notes/1_Hartshorne/1_2x.html
07a1a24c3a48327014a45beadee9d4192af1d60ac6671b14a1fb307a5562609e	47432	0_Study Guides/Notes/1_Hartshorne/1_3.html
94d6690e6941c1e7f21520673904397f484c05e8dda2e20543d8eed0b37d5a4a	47440	0_Study Guides/Notes/1_Hartshorne/1_4.html
0a6f39d08a77ff8318ace96dc6cff54e34bf926ea0fc285719c882b0071b11ce	47456	0_Study Guides/Notes/1_Hartshorne/1_5.html
adf213e6d52ac115fa7e5f13dbb6e6e65046b5c752197b8723e9b1354e9931d5	47450	0_Study Guides/Notes/1_Hartshorne/1_6.html
e9ba3a16592b940b1e016455a8075b7dc7f3aa24828a279176d3ddfc0122d5fa	47480	0_Study Guides/Notes/1_Hartshorne/1_7.html
694e8ce1f9018d07387d48a44b6c008d3f23de63baf5651324fa031a83d102be	7764	0_Study Guides/Notes/1_Hartshorne/figures/2022-10-08_18-48-17.png
694e8ce1f9018d07387d48a44b6c008d3f23de63baf5651324fa031a83d102be	7764	0_Study Guides/Notes/1_Hartshorne/figures/2022-10-08_19-05-22.png
69b69b109a642e0c5af2d6f393bf39af79d0a8976aebbc617af95ec36c3fa5d3	49370	0_Study Guides/Notes/1_Hartshorne.html
a2c601cdfe80d7161308a5509c504ba13a8d94319fc056c91252ae69f61306f5	72632	0_Study Guides/Notes/2_Hartshorne/2_1x.html
6be2c778a86b4ca20e4fcef011963e59e14561465e8e777e9f53db81666a8bcb	49163	0_Study Guides/Notes/2_Hartshorne/2_2.html
041b3ad73848c3db31a79ea5f7b23298b1b95293ae9a9b2ec7e32e439c904377	49203	0_Study Guides/Notes/2_Hartshorne/2_3.html
47865be3926d46be52587dade87850d11e16e38bad8003e08a8ae3398b15bd99	49209	0_Study Guides/Notes/2_Hartshorne/2_4.html
6e1621d27ba950400190be0f3577ae72a5c668a595c33b734a485db1ceda5fd3	49185	0_Study Guides/Notes/2_Hartshorne/2_5.html
f1bb1b54d775c980cde798c5296f84cb32970d50ae0740b5d869d2ab73b6bd3e	49165	0_Study Guides/Notes/2_Hartshorne/2_6.html
6c0561102ff96de304b796881ab4012796d98b22152174cd18674f3b98513fd7	49189	0_Study Guides/Notes/2_Hartshorne/2_7.html
fe5c86947d90ce41fbf877a7b442d336c8765a12061346330a5d3fd3b629bcba	49175	0_Study Guides/Notes/2_Hartshorne/2_8.html
fb203e5ce485eba9cfbf003e2f12bb3c5a564b81cda7694c1375faa046c81668	49177	0_Study Guides/Notes/2_Hartshorne/2_9.html
77274c064f0b697475dea7e9eb21a3f6ab64595c4c067ec2847e2c5aa084e5b9	51722	0_Study Guides/Notes/2_Hartshorne.html
d7510a3dab289fb736411c9bacadb017628fba047260df712da43018e32aff08	51819	0_Study Guides/Notes/3_Hartshorne/301.html
b2079d32ee48c38b087de5bede2ec61de6ac7ba6e2d514a16325fce259760dad	51805	0_Study Guides/Notes/3_Hartshorne/302.html
31ca66084e196136409cfc4eb17fe0fcb8481ade347d2daff9497fae3732ba87	51843	0_Study Guides/Notes/3_Hartshorne/303.html
bf3d0eaf1c9d9cb06bc2379433bc2067347b6bc775679aed7c2b8af6ad191a81	51795	0_Study Guides/Notes/3_Hartshorne/304.html
a5e3b573a86db7e4c30c042c5e6f9fcfaccef0b455b7d659938b609a437fd844	51831	0_Study Guides/Notes/3_Hartshorne/305.html
40c393fd5289dcc2cda81250ac6100bdb67f6fee0dff712c2b299ca2d2ee2169	51807	0_Study Guides/Notes/3_Hartshorne/306.html
6f811fba57c5673bfff1a2502e3da176b7cc44e1eb044a96a441b83c12a6bf14	51789	0_Study Guides/Notes/3_Hartshorne/307.html
a7224b5b8bd7912e545d8e9d378a389951a7c665ec735357f33efe65aa426953	51825	0_Study Guides/Notes/3_Hartshorne/308.html
45526eca64eb973bd0a920110d1ddb7d301db045d05d15a0cae54933bcc617f0	51791	0_Study Guides/Notes/3_Hartshorne/309.html
38005b12a2ba3cfcfff0995d387128ddd7c8ea6a488b6db8aea768f16dbfa6fa	51797	0_Study Guides/Notes/3_Hartshorne/310.html
67dbf57af8ce28c1728aa7edb13987b74c2052b39d8f043855c3b2d4d614516a	51827	0_Study Guides/Notes/3_Hartshorne/311.html
bf9eb71b259c5d12d8c3f0f43e7c1af556281b17213d60514be9d204963e762c	51817	0_Study Guides/Notes/3_Hartshorne/312.html
cdf7390d18f1271888b0d11aae73b1d9c0d789bbfe98dc8f917abfa543bda8a3	55270	0_Study Guides/Notes/3_Hartshorne.html
689c8ceecc4fe97cbb04f99de47f9dcfb03d6d1c9b01bd685d3374935baabde0	60627	0_Study Guides/Notes/4_Hartshorne/4_1x.html
293db705782d84d8fc1fa22d39e462456afb36187365abcb74e80624fa77c684	62071	0_Study Guides/Notes/4_Hartshorne/4_2x.html
6364cc84951da53b57faf13f7f3763a865dbf09862fa7d6c8cb377d370ebba05	60619	0_Study Guides/Notes/4_Hartshorne/4_3x.html
8920855e6c9e458d6243092bc1d8c615554d97044aeb5f0b2180f23926b84711	46576	0_Study Guides/Notes/4_Hartshorne/4_4.html
b51975028f39871f5a866b2c2c3f0d7e4f314df9869f15a53ea9c211b1402603	46592	0_Study Guides/Notes/4_Hartshorne/4_5.html
bbe42e956f300c38984c52f943ee3f79e6df98676e275616174b41b6fcb58497	46662	0_Study Guides/Notes/4_Hartshorne/4_6.html
d89607783a5f9f7c97812af526b4bfe9fa38e3844e41ff4edcaa2d3f90bf2b97	48189	0_Study Guides/Notes/4_Hartshorne.html
b8e7f3334fe1def0dd4e7304d8997d6b184e7d6cfa63b421398a3cd9b1cd2171	46597	0_Study Guides/Notes/5_Hartshorne/5_1.html
663526c4532b15379d3041632afdd8bb2b1684c26897ac3a4bc6a33ea13cc95a	46567	0_Study Guides/Notes/5_Hartshorne/5_2.html
3c6aa0f2849ca0a9b4ae4369103606a4404ab6ce9c0389d6073b40aa49b36b96	46587	0_Study Guides/Notes/5_Hartshorne/5_3.html
3e5403e75e1ebbb6f6bd2f110a9ba8226c8acd4099a3287927686cda82095e2e	46641	0_Study Guides/Notes/5_Hartshorne/5_4.html
74dc4884b8dd15af56da5b8629d33f025aa8006c6a238a3bbe2d61394e9ab9ab	46591	0_Study Guides/Notes/5_Hartshorne/5_5.html
1839574d152292313277787adb986dcfda1521647da6d32d5fc3dc1b6d5b006d	46591	0_Study Guides/Notes/5_Hartshorne/5_6.html
97c44908772d684d5a8eb1b5635bb2cd340db69431e2e2d3a78a718fbb1983b6	48180	0_Study Guides/Notes/5_Hartshorne.html
af06a3497e2ef87de5864087e01c3e380f54bfb42b1c9d8f230a351159c54d67	41213	0_Study Guides/Notes/McKernan AG 2.html
faa0bb34318c166f766f3d43b9d94769c5782c5e00ae5242d4f8084a56c8749e	104525	0_Study Guides/Notes/Mckernan AG 1.html
f95e2c91b43916ffa6b1a6763ce7c60a5e2e17adbbbd675a71f4f8713e69f00a	42722	0_Study Guides/Notes/Nonlinear Algebra 1.html
21c3e86ca9f65250d93e8f08ccaf435a223076c401211ecdaab408be87854c64	119076	0_Study Guides/Notes/Toric Varieties 1.html
48ee87f7b39034fdd06a2f1ed41c2d3f7b4967ca768df9b030434276f25973bf	40135	0_Study Guides/Notes/Untitled.html
707efc6f30759bfdd86ecf65c394209012bf193db43f25e1bbca34096079be86	42056	0_Study Guides/Notes.html
557b1d9efde401e89b6396ac8959b951076d728c1da9ec2598b4077c1259ae91	65908	0_Study Guides/Reading Notes/1_Hartshorne/1_1x.html
448f69d41556c4ec7c0678efeb207d2e503b780652c6980f352c690c19eb7ca9	54708	0_Study Guides/Reading Notes/1_Hartshorne/1_2x.html
3ca62d0281adfc6c7a47c2c4219f1213ddcc50517a16c9d6f11ec3a044aa2441	49192	0_Study Guides/Reading Notes/1_Hartshorne/1_3.html
ea73fc616a16d935de75669215d13e51b268352c90b39436f15993875804ad01	49200	0_Study Guides/Reading Notes/1_Hartshorne/1_4.html
798bc04f00b3c5dd66b1b10c10f22c1c550e298aafcbc39178acb642b49d2580	49216	0_Study Guides/Reading Notes/1_Hartshorne/1_5.html
9aa7db625600e68ec62e674bba61718b959da1cf0ec3eafbad608e4aa3f2b141	49210	0_Study Guides/Reading Notes/1_Hartshorne/1_6.html
88a6afaa78b91acaef44c3c742fa1aa55499db7681d4a2abcbb2b7b5e44a2a47	49240	0_Study Guides/Reading Notes/1_Hartshorne/1_7.html
694e8ce1f9018d07387d48a44b6c008d3f23de63baf5651324fa031a83d102be	7764	0_Study Guides/Reading Notes/1_Hartshorne/figures/2022-10-08_18-48-17.png
694e8ce1f9018d07387d48a44b6c008d3f23de63baf5651324fa031a83d102be	7764	0_Study Guides/Reading Notes/1_Hartshorne/figures/2022-10-08_19-05-22.png
8b2e156446b95abdb4b81c12a96f4c27406259ccb10412540089f92ad84fc778	50451	0_Study Guides/Reading Notes/1_Hartshorne.html
e45a0e8a0199dabffb397c926fa42ebf186df30e900999b2bd649053ff983aaa	74421	0_Study Guides/Reading Notes/2_Hartshorne/2_1x.html
84a63654dd819d66515a45fff045fbe99added5a33d5b230a73a2035dc033348	50943	0_Study Guides/Reading Notes/2_Hartshorne/2_2.html
bc10e92ffc192b2ff67fa1e7de5a1d935c11c7dcb615dbabe358ba077034a338	50983	0_Study Guides/Reading Notes/2_Hartshorne/2_3.html
c131cb828303712c3ddafbb97d8058930d8b589d17efefd0c712d6bfa7ce38c3	50989	0_Study Guides/Reading Notes/2_Hartshorne/2_4.html
3e3bb9a392ffdfeab0a7a3ea22ef205f1e58a2c3275a4ec01116511bb5064cb6	50965	0_Study Guides/Reading Notes/2_Hartshorne/2_5.html
6057eda0145470ebefeeede72dfbc0c66da610014db676286b16ed1af5cd702a	50945	0_Study Guides/Reading Notes/2_Hartshorne/2_6.html
835af3865a348bd82570654c31a29c5e1d587a8b944be7f48cf79e7aff372d26	50969	0_Study Guides/Reading Notes/2_Hartshorne/2_7.html
4ea147db3846215270a1ae6abaeadebe0178d950d227b96924e3f157841d7993	50955	0_Study Guides/Reading Notes/2_Hartshorne/2_8.html
e7a7ec2257259fc7d8788fd0374894f3df46312b4e74fb1f31fa7d2ee4a62cce	50957	0_Study Guides/Reading Notes/2_Hartshorne/2_9.html
2773515c62d2dbeda8c2adcbdc2df26173e6d589b54e0a532b808fb094696f6a	52843	0_Study Guides/Reading Notes/2_Hartshorne.html
6c0f50bcc83349dc0a2991d7160cbfec33ddf74add73fe39c623b966d522f6ae	53641	0_Study Guides/Reading Notes/3_Hartshorne/301.html
f2b1999dfe84adc35c9fe6f47b39130278db640994ff505496831181da3cc171	53615	0_Study Guides/Reading Notes/3_Hartshorne/302.html
cb9e8160dce3f5e0977c0c6794c3d235424cdc868f2940554e3c04e21b07bf70	53653	0_Study Guides/Reading Notes/3_Hartshorne/303.html
5ff4e9e2a373df33cc2cd8d9a430d25a12c764201f9fef60c74037baf69d26c5	53605	0_Study Guides/Reading Notes/3_Hartshorne/304.html
21a9cceb6392335c52efb2b4a8f424a86916e91b56e353e4f5f8d3e9637007ac	53641	0_Study Guides/Reading Notes/3_Hartshorne/305.html
044e1a6a78141d45d9bc14144d5cf0747fc9b9d4b47a3067cf708a3d304679d6	53617	0_Study Guides/Reading Notes/3_Hartshorne/306.html
68d53f99c01f1f3cdb1222c19903d7c76a511c1d561bb0685a3a0db21d303aa4	53599	0_Study Guides/Reading Notes/3_Hartshorne/307.html
59a08053d4f2b40528c694881bbdc5ca50182f488b0dd105ee02b4f7df675f0c	53635	0_Study Guides/Reading Notes/3_Hartshorne/308.html
584c3c821ac61f0de3c3d93e238db065c12fb5076215fe52d7f4a01d3f6dbafa	53601	0_Study Guides/Reading Notes/3_Hartshorne/309.html
fb47e61f3b5cf0c88d108237dc125907b59cdb276cd1fd76ea3da4b81b615ec8	53607	0_Study Guides/Reading Notes/3_Hartshorne/310.html
e619d01e7dda99e31570b86640050b5821e4e043423cbf74b4af6785725379ca	53637	0_Study Guides/Reading Notes/3_Hartshorne/311.html
09aca3367fea25d7dabb7c1d8105543bc075f8a3ebb295235ea36a1274835fb7	53627	0_Study Guides/Reading Notes/3_Hartshorne/312.html
3d035ab516576581f3218d596866093f3741545dcce95a186c6ec41fe03d14a7	56451	0_Study Guides/Reading Notes/3_Hartshorne.html
b8e31890b3616702851fe78564a3f14c03c13403113ab2655f5e6a87990cdcd9	61630	0_Study Guides/Reading Notes/4_Hartshorne/4_1x.html
3909375ec5625404779a8a278142b6b43d5fe736ba398cbdc63f48eec4a3dcd7	63074	0_Study Guides/Reading Notes/4_Hartshorne/4_2x.html
a7c2abdb8e29bc7e79a1d0b899be67989131679236879081d3672d41e76e7b08	61622	0_Study Guides/Reading Notes/4_Hartshorne/4_3x.html
454d50b19c9d7e37cde3daeeb95f541d5130ba18742d11825a2f2022bc95f094	48326	0_Study Guides/Reading Notes/4_Hartshorne/4_4.html
1269e1f5acc9954139232304649836f2d315642f29229b37a87c46e62e39079d	48342	0_Study Guides/Reading Notes/4_Hartshorne/4_5.html
b53a292fd70a3333e9654f91d5b7e1ecca6bad7b99fea3eafda44b1fc350db23	48412	0_Study Guides/Reading Notes/4_Hartshorne/4_6.html
3806e6725361cd5bbadfd5770284b24de28cd454bc9a715a1b644fb65c4150fc	49250	0_Study Guides/Reading Notes/4_Hartshorne.html
53d785badea7fc22cf4a7006636fea342d0e66a8edf13d09fc2dd0772dd8298a	48355	0_Study Guides/Reading Notes/5_Hartshorne/5_1.html
5d65949dec536ed73ae6b01a474d4ece413e123220c7c485603edb5b51a46019	48317	0_Study Guides/Reading Notes/5_Hartshorne/5_2.html
54419bdfad5ca812512bef43d178db9cc33337aa2e11e7053ead8bfddca9e59d	48337	0_Study Guides/Reading Notes/5_Hartshorne/5_3.html
3c0addabb0e6cf57aa790b804559af9922cfd4c970a104573ba1814dccbbdc7c	48391	0_Study Guides/Reading Notes/5_Hartshorne/5_4.html
19e5f481f403afae2e154c75edd1b8d787b71662b4768fec77d9e6ef943f5ec0	48341	0_Study Guides/Reading Notes/5_Hartshorne/5_5.html
ff4ebc0c3b28ced19fe792a885c5762ec9b13378bb0a8c896514196211cd47a8	48341	0_Study Guides/Reading Notes/5_Hartshorne/5_6.html
22bcc79f1e67bc97f6562d116e562205a540b9436f92b7245f319f7bf98a3fa8	49241	0_Study Guides/Reading Notes/5_Hartshorne.html
4554d43e08d2248c9f602b1618e2560d442b8c0a2b283e11b0df03a7ffcee644	43045	0_Study Guides/Reading Notes.html
7b791e566b16f2f920d6ad9807aa5d14d8265151861aa6e038f412af31b8ded7	417	0_Study Guides/attachments/149685.BAMS-review-Stein.pdf.xml
16592b3aaabae6cf5e005af4283c5067f55d7f46b12ac45f079d9a300ec27586	289875	0_Study Guides/attachments/2013SP_algebra.pdf
fcd2490772a8f2b53196d9f428ebf828bc0d91e210af11a84f5b405dc5eeadb3	88070	0_Study Guides/attachments/2022-01-09_12-22-51.png
d1b85e224d1002da63d67f16733d900799ced0ac7bbce76fd1251c553cf02347	49044	0_Study Guides/attachments/2022-01-09_12-23-25.png
6f67726fd40036fbe56f58652844b7082f99e736bb8c59db9a94d97bed50f086	29062	0_Study Guides/attachments/2022-01-09_12-23-55.png
6224486912d54d3dfd35df81b3f96e975572a3283bc427d7a27dfa5e17b2d502	85220	0_Study Guides/attachments/2022-01-09_12-24-40.png
cc78bdcf7dc5008ab2ceb279ce2ef46a73f439488dbd22a2350dbe3121ea5ce3	47989	0_Study Guides/attachments/2022-01-09_12-28-49.png
2eea0ea5a92f08ce1a5d2a901094d2dc946606577555f375d0fcb619bed7dcfe	44418	0_Study Guides/attachments/2022-01-09_12-58-27.png
870a971ff5e4befdecdb50e3d2b62fec135cca5a9a49ac12917246066715e0fe	45461	0_Study Guides/attachments/2022-01-09_12-59-50.png
f8faa2b84e3e67d3fed12a924ba5e4a1ea4947d2c9f7ff3f4829d9ef2428c4e2	79285	0_Study Guides/attachments/2022-01-09_13-01-09.png
04c05c81f9aaefbefebf3ac871b22187c7b4160d0bdada88f7f3ab61055a37a8	138591	0_Study Guides/attachments/2022-01-09_13-03-01.png
e86f0341013c45e06d19bea8ac1369f7f5fff940ff2917321bc48d698a4da00a	40902	0_Study Guides/attachments/2022-01-09_13-03-12.png
27ca28550a5186f4927b803fa1aaab9e73275c2c23927f82938bf793a2aebbdc	78252	0_Study Guides/attachments/2022-01-09_13-03-27.png
da545f74ccf64801ef4e96dc4d67029965529f6c70642829932b53909d4de295	29852	0_Study Guides/attachments/2022-01-09_13-06-25.png
021e08f3889260365c50a7a8afffe9f89db42ba732cd42c3ea709ef4f1fa83c3	57539	0_Study Guides/attachments/2022-01-09_13-07-04.png
950acbfea2d24a57fdfaacc7449b8e2012d3faec0a9bcb6252908011d36a4f6c	19391	0_Study Guides/attachments/2022-01-09_13-07-48.png
ebf570f7d4c63f021fcb8bb08ae04e7eab9877b8850ba11426da4bd261e98657	101790	0_Study Guides/attachments/2022-01-09_13-08-23.png
75381957438b9f6e3deca6d8fd1145d29f15c580cf7c6047fa58b2a9ca5b0b85	74979	0_Study Guides/attachments/2022-01-09_13-20-16.png
782039acab9d91818b674dd598de00bf805119253534ca0444fb72f471b84fa1	733	0_Study Guides/attachments/995861.Hartshorne - Solutions by Joe Cutrone and Nick Marshburn.pdf.xml
e84ab5bb9afba484fa4525f2c23a3f06550e2119edb276f516a35b41bc01db2e	2163574	0_Study Guides/attachments/Algebraic Geometry All Tripos.pdf
cdac34186f1e53a3a94a1c2833a8e8a4ef8a6680aee3b3f56d7001cd99ff81e0	13217152	0_Study Guides/attachments/Andrew Egbert.pdf
d69a33b3dcdec0655edbb89a0a3851100de435aabbd75034032bd261120e917f	358003	0_Study Guides/attachments/Bryden R Cais.pdf
fbc6ee0070f00085317e82eb7fd42a0d1e511acf15c6c1db253c7c4832a75661	17097	0_Study Guides/attachments/Bryden R Cais.pdf_1.png
7deca80454f3a173b2b1b37b1efde483af3d2e6c0433b0530caf6a081d3dcfa2	179162	0_Study Guides/attachments/Chris Lomont.pdf
17d70e1fd1ce144a8621e66d61341d0eac0496f5b8a23f9f2b2aef1dcb18397f	1537	0_Study Guides/attachments/Chris Lomont.pdf_1.png
387c823de838ee82a5c83faa2e38fce7f61b24eba259e4c42cf11a9f90d0a542	972263	0_Study Guides/attachments/Jinhyun Park.pdf
cb8afad3c34f7d7c33391d55961b1fd5406a5ab12eac81c789f4e1bcc86cc4bd	27917	0_Study Guides/attachments/Jinhyun Park.pdf_1.png
c0d09f4e0a56d058299ca1e3d7d2d55dc1bb871e4a8c2f11d681ff68dbe54ac7	995861	0_Study Guides/attachments/Joe Cutrone and Nick Marshburn.pdf
86075a4dc95f43299e5fbbc201a13fb6ef1026b833c82d2d67a65afb8d67b761	5445280	0_Study Guides/attachments/Kawamata Intro MMP.pdf
8143a4ba977cbf42086ba10986f55b0ddf91c6054d0e11cfc1933fc4166c7d45	47362	0_Study Guides/attachments/Pasted image 20220315152915.png
66f2cf31891c72f243a72c690246da10b31a157d5c84fed679374fb6d363ebd6	63631	0_Study Guides/attachments/Pasted image 20220315153140.png
ed05b277c4118b28389b471c9ed7130c625c2c062ae52f8c63f4c3574d0fb65c	139035	0_Study Guides/attachments/Pasted image 20220315153154.png
99efa13ec7b49e2e09852a528cc5b957056db44db2537c12f212288f10fca166	37250	0_Study Guides/attachments/Pasted image 20220517141232.png
f6d0cca31d36a82c2bbd308fcbd6f4874ef4f8c12bea824894c693e70de3ba1c	77106	0_Study Guides/attachments/Pasted image 20220517142058.png
82c394aa3d149de3c2de2ceb6bf126ac1a2f8f1696cdb4558f3763e45392ee5e	88584	0_Study Guides/attachments/Pasted image 20220517142240.png
9fbb257d7298851aa2abfc07eee65a1aa0cb676d85171d4f596f15aa2699e81b	28604	0_Study Guides/attachments/Pasted image 20220517142250.png
12ad6dad050e517081e5331bbaa1b50a74a0e81bf4fe4df357d3d86f25808411	90887	0_Study Guides/attachments/Pasted image 20220517142303.png
5538f2c5b8a2305b628ec67cbc7e2ce425409731f38a0bda9178e6496ecfff0b	46472	0_Study Guides/attachments/Pasted image 20220517142338.png
5e3a1b69b4f81647c43f01392dc1368d7dd2b00368aa109cc13eae9af7c77e88	44295	0_Study Guides/attachments/Pasted image 20220517142403.png
9a1fd808ef245721e465b120ea15b53f2722771076968ad6429cc5b801b57b97	51280	0_Study Guides/attachments/Pasted image 20220517142548.png
0e0f7325fcabd771765628e2405930fef25e0d66dfd3bac4c16a44f0bdd7ac82	60890	0_Study Guides/attachments/Pasted image 20220517142612.png
3e8588e02a5dbf8398bfcba131d89d86e3d4c7633fcc8deefe0ff7a0759b76c0	415753	0_Study Guides/attachments/Richard Borcherds.pdf
8ca77e10b225e105a5a96c9df41146cee0f9da86e7ce504f6eafbc1da8914ac5	25709	0_Study Guides/attachments/Richard Borcherds.pdf_1.png
d6fdd1e790ebdd441691c5e578ab520026936920379a9a78c7b251134e3c9a4c	1528631	0_Study Guides/attachments/Steven V Sam.pdf
4f79a115b737293a457eb53f2f20a70b38302d3a8dfab087c97e1b02c31e8d35	236938	0_Study Guides/attachments/W Stein.pdf
3031b0fea0b70dea3a68d8f1a7e19e3b883d65bda92bfc8dab3fdafdd1047398	845978	0_Study Guides/attachments/iag.pdf
728f967b0ab7e8df276b670f00944955b6b7823d1a1e74b60b749e893e32d8df	1025730	0_Study Guides/attachments/ismail saglam and Chris.pdf
600727cd0f6ed4b8df53bf34d781a39f3619bb8cc9fc9a6ac3dfe5d156835d64	16293	0_Study Guides/attachments/ismail saglam and Chris.pdf_1.png
fcd2490772a8f2b53196d9f428ebf828bc0d91e210af11a84f5b405dc5eeadb3	88070	0_Study Guides/figures/2022-01-09_12-22-51.png
d1b85e224d1002da63d67f16733d900799ced0ac7bbce76fd1251c553cf02347	49044	0_Study Guides/figures/2022-01-09_12-23-25.png
